consultation.consdate -> visit_detail.visit_detail_end_date
consultation.consdate -> visit_detail.visit_detail_start_date
consultation.consid -> visit_detail.visit_detail_source_value
consultation.consid -> visit_detail.visit_detail_id
consultation.consid -> visit_detail.visit_detail_concept_id
consultation.consid -> concept.concept_id
consultation.consmedcodeid -> NA,NA
consultation.conssourceid -> NA,NA
consultation.cprdconstype -> NA,NA
consultation.enterdate -> NA,NA
consultation.patid -> NA,NA
consultation.pracid -> NA,NA
consultation.staffid -> NA,NA
drugissue.dosageid -> NA,NA
drugissue.drugrecid -> NA,NA
drugissue.duration -> NA,NA
drugissue.enterdate -> NA,NA
drugissue.estnhscost -> NA,NA
drugissue.issuedate -> NA,NA
drugissue.issueid -> NA,NA
drugissue.patid -> NA,NA
drugissue.pracid -> NA,NA
drugissue.probobsid -> NA,NA
drugissue.prodcodeid -> NA,NA
drugissue.quantity -> NA,NA
drugissue.quantunitid -> NA,NA
drugissue.staffid -> NA,NA
observation.consid -> NA,NA
observation.enterdate -> NA,NA
observation.medcodeid -> NA,NA
observation.numrangehigh -> NA,NA
observation.numrangelow -> NA,NA
observation.numunitid -> NA,NA
observation.obsdate -> visit_detail.visit_detail_end_date
observation.obsdate -> visit_detail.visit_detail_start_date
observation.obsid -> visit_detail.visit_detail_id
observation.obstypeid -> NA,NA
observation.parentobsid -> visit_detail.visit_detail_parent_id
observation.patid -> NA,NA
observation.pracid -> NA,NA
observation.probobsid -> NA,NA
observation.staffid -> NA,NA
observation.value -> NA,NA
patient.acceptable -> NA,NA
patient.cprd_ddate -> death.death_date
patient.emis_ddate -> NA,NA
patient.gender -> person.gender_concept_id
patient.mob -> person.month_of_birth
patient.patid -> death.person_id
patient.patid -> observation_period.person_id
patient.patid -> person.person_id
patient.patid -> person.person_source_value
patient.patienttypeid -> NA,NA
patient.pracid -> NA,NA
patient.regenddate -> observation_period.observation_period_end_date
patient.regstartdate -> observation_period.observation_period_start_date
patient.usualgpstaffid -> person.provider_id
patient.yob -> person.year_of_birth
practice.lcd -> observation_period.observation_period_end_date
practice.pracid -> care_site.care_site_id
practice.pracid -> observation_period.person_id
practice.region -> care_site.location_id
practice.region -> location.location_id
practice.region -> location.location_source_value
practice.uts -> NA,NA
problem.expduration -> NA,NA
problem.lastrevdate -> NA,NA
problem.lastrevstaffid -> NA,NA
problem.obsid -> NA,NA
problem.parentprobobsid -> NA,NA
problem.parentprobrelid -> NA,NA
problem.patid -> NA,NA
problem.pracid -> NA,NA
problem.probenddate -> NA,NA
problem.probstatusid -> NA,NA
problem.signid -> NA,NA
referral.obsid -> NA,NA
referral.patid -> NA,NA
referral.pracid -> NA,NA
referral.refmodeid -> NA,NA
referral.refservicetypeid -> NA,NA
referral.refsourceorgid -> NA,NA
referral.reftargetorgid -> NA,NA
referral.refurgencyid -> NA,NA
staff.jobcatid -> provider.specialty_concept_id
staff.pracid -> NA,NA
staff.staffid -> provider.provider_source_value
staff.staffid -> provider.provider_id
