ICU_stays.item_source_database -> NA,NA
ICU_stays.first_care_unit -> medical_visit_detail.admitting_source_source_value
ICU_stays.first_ward_identifier -> NA,NA
ICU_stays.hospital_admission_id -> NA,NA
ICU_stays.ICU_stay_id -> medical_visit_detail.medical_visit_detail_identifier
ICU_stays.admission_time_ICU -> medical_visit_detail.medical_visit_detail_start_datetime
ICU_stays.last_care_unit -> medical_visit_detail.discharge_disposition_source_value
ICU_stays.last_ward_identifier -> NA,NA
ICU_stays.ICU_stay_length -> NA,NA
ICU_stays.discharge_time_ICU -> medical_visit_detail.medical_visit_detail_end_datetime
ICU_stays.unique_row_identifier -> NA,NA
ICU_stays.patient_identifier -> NA,NA
caregivers_list.caregiver_id -> healthcare_provider.provider_identifier
caregivers_list.caregiver_description -> healthcare_provider.provider_source_value
caregivers_list.caregiver_title -> healthcare_provider.provider_description
caregivers_list.unique_row_identifier -> NA,NA
carevue_fluid_input_data.administered_amount -> drug_use.quantity
carevue_fluid_input_data.administered_amount_unit -> drug_use.dose_unit
carevue_fluid_input_data.caregiver_identifier -> NA,NA
carevue_fluid_input_data.event_time -> drug_use.start_date
carevue_fluid_input_data.hospital_admission_identifier -> NA,NA
carevue_fluid_input_data.ICU_stay_identifier -> NA,NA
carevue_fluid_input_data.charted_item_identifier -> drug_use.active_ingredient_concept_identifier
carevue_fluid_input_data.linked_order_identifier -> NA,NA
carevue_fluid_input_data.new_bottle_status -> drug_use.refills
carevue_fluid_input_data.grouped_item_identifier -> NA,NA
carevue_fluid_input_data.original_charted_amount -> NA,NA
carevue_fluid_input_data.original_charted_amount_unit -> NA,NA
carevue_fluid_input_data.original_administration_rate -> NA,NA
carevue_fluid_input_data.original_administration_rate_unit -> NA,NA
carevue_fluid_input_data.originally_chosen_route -> NA,NA
carevue_fluid_input_data.originally_chosen_site -> NA,NA
carevue_fluid_input_data.administered_rate -> NA,NA
carevue_fluid_input_data.administered_rate_unit -> NA,NA
carevue_fluid_input_data.unique_row_identifier -> NA,NA
carevue_fluid_input_data.stopped_status -> drug_use.condition_stop_reason
carevue_fluid_input_data.recorded_time -> NA,NA
carevue_fluid_input_data.patient_identifier -> NA,NA
current_procedural_terminology_dictionary.code_category -> standardized_vocabularies.classification_id
current_procedural_terminology_dictionary.terminology_text_element -> NA,NA
current_procedural_terminology_dictionary.maximum_code_within_subsection -> NA,NA
current_procedural_terminology_dictionary.minimum_code_within_subsection -> NA,NA
current_procedural_terminology_dictionary.unique_row_identifier -> NA,NA
current_procedural_terminology_dictionary.high_level_section_header -> standardized_vocabularies.concept_description
current_procedural_terminology_dictionary.range_of_codes_within_high_level_section -> NA,NA
current_procedural_terminology_dictionary.subsection_header -> NA,NA
current_procedural_terminology_dictionary.range_of_codes_within_subsection -> NA,NA
diagnosis_related_group.drg_description -> clinical_observation.measurement_value_as_string
diagnosis_related_group.drg_code -> clinical_observation.observation_source_value
diagnosis_related_group.relative_mortality -> NA,NA
diagnosis_related_group.relative_severity -> NA,NA
diagnosis_related_group.drg_group_type -> clinical_observation.unit_source_value
diagnosis_related_group.hospital_admission_id -> NA,NA
diagnosis_related_group.unique_row_identifier -> NA,NA
diagnosis_related_group.patient_identifier -> NA,NA
discharge_status.acknowledge_status -> NA,NA
discharge_status.acknowledgetime -> NA,NA
discharge_status.outcome -> NA,NA
discharge_status.service_id -> NA,NA
discharge_status.status -> NA,NA
discharge_status.ward_id -> NA,NA
discharge_status.createtime -> NA,NA
discharge_status.current_icu -> NA,NA
discharge_status.current_ward_id -> medical_visit_detail.admitting_source_source_value
discharge_status.latest_reservation_time -> NA,NA
