healthcare_providers.street_address (organizations.address) -> NA,NA 
healthcare_providers.street_address_city (organizations.city) -> NA,NA 
healthcare_providers.provider_id (organizations.id) -> healthcare_institution.healthcare_institution_source_value(care_site.care_site_source_value) -> None.None
healthcare_providers.provider_name (organizations.name) -> healthcare_institution.healthcare_institution_name(care_site.care_site_name) -> None.None
healthcare_providers.provider_phone_number (organizations.phone) -> NA,NA 
healthcare_providers.street_address_state (organizations.state) -> NA,NA 
healthcare_providers.encounter_count (organizations.utilization) -> NA,NA 
healthcare_providers.street_address_zip (organizations.zip) -> NA,NA 
healthcare_providers.address_city (providers.city) -> NA,NA 
healthcare_providers.provider_gender (providers.gender) -> healthcare_provider.gender_concept_id(provider.gender_concept_id) -> None.None
healthcare_providers.provider_gender (providers.gender) -> healthcare_provider.gender_source_value(provider.gender_source_value) -> None.None
healthcare_providers.full_name (providers.name) -> healthcare_provider.provider_description(provider.provider_name) -> None.None
healthcare_providers.organization_id (providers.organization) -> NA,NA 
healthcare_providers.provider_speciality (providers.specialty) -> healthcare_provider.specialty_source_value(provider.specialty_source_value) -> None.None
healthcare_providers.address_state (providers.state) -> NA,NA 
healthcare_providers.address_zip (providers.zip) -> NA,NA 
patient_allergy_data.allergy_code (allergies.code) -> clinical_observation.observation_source_value(observation.observation_source_value) -> None.None
patient_allergy_data.allergy_code (allergies.code) -> clinical_observation.observation_concept_identifier(observation.observation_concept_id) -> None.None
patient_allergy_data.allergy_code (allergies.code) -> clinical_observation.observation_source_concept_identifier(observation.observation_source_concept_id) -> None.None
patient_allergy_data.allergy_description (allergies.description) -> NA,NA 
patient_allergy_data.encounter_id (allergies.encounter) -> clinical_observation.visit_occurrence_identifier(observation.visit_occurrence_id) -> medical_visit_record.medical_visit_record_identifier
patient_allergy_data.patient_id (allergies.patient) -> clinical_observation.person_identifier(observation.person_id) -> person_information.person_identifier
patient_allergy_data.allergy_start_date (allergies.start) -> clinical_observation.observation_datetime(observation.observation_datetime) -> None.None
patient_allergy_data.allergy_start_date (allergies.start) -> clinical_observation.observation_date(observation.observation_date) -> None.None
patient_allergy_data.allergy_end_date (allergies.stop) -> NA,NA 
patient_care_plans.snomed_ct_code (careplans.code) -> NA,NA 
patient_care_plans.care_plan_description (careplans.description) -> NA,NA 
patient_care_plans.encounter_key (careplans.encounter) -> NA,NA 
patient_care_plans.care_plan_id (careplans.id) -> NA,NA 
patient_care_plans.patient_key (careplans.patient) -> NA,NA 
patient_care_plans.diagnosis_snomed_ct_code (careplans.reasoncode) -> NA,NA 
patient_care_plans.diagnosis_description (careplans.reasondescription) -> NA,NA 
patient_care_plans.care_plan_start_date (careplans.start) -> NA,NA 
patient_care_plans.care_plan_end_date (careplans.stop) -> NA,NA 
patient_demographic_data.street_address (patients.address) -> NA,NA 
patient_demographic_data.birth_date (patients.birthdate) -> person_information.date_of_birth(person.birth_datetime) -> None.None
patient_demographic_data.birth_date (patients.birthdate) -> person_information.year_of_birth(person.year_of_birth) -> None.None
patient_demographic_data.birth_date (patients.birthdate) -> person_information.day_of_birth(person.day_of_birth) -> None.None
patient_demographic_data.birth_date (patients.birthdate) -> person_information.month_of_birth(person.month_of_birth) -> None.None
patient_demographic_data.birth_town (patients.birthplace) -> NA,NA 
patient_demographic_data.address_city (patients.city) -> geographic_location.city(location.city) -> None.None
patient_demographic_data.death_date (patients.deathdate) -> death_event.death_date_time(death.death_datetime) -> None.None
patient_demographic_data.drivers_license_number (patients.drivers) -> NA,NA 
patient_demographic_data.primary_ethnicity (patients.ethnicity) -> person_information.ethnicity_source_value(person.ethnicity_source_value) -> None.None
patient_demographic_data.primary_ethnicity (patients.ethnicity) -> person_information.ethnicity_concept_id(person.ethnicity_concept_id) -> None.None
patient_demographic_data.first_name (patients.first) -> NA,NA 
patient_demographic_data.gender (patients.gender) -> person_information.gender_source_value(person.gender_source_value) -> None.None
patient_demographic_data.gender (patients.gender) -> person_information.gender_concept_id(person.gender_concept_id) -> None.None
patient_demographic_data.patient_identifier (patients.id) -> person_information.person_source_value(person.person_source_value) -> None.None
patient_demographic_data.last_name (patients.last) -> NA,NA 
patient_demographic_data.maiden_name (patients.maiden) -> NA,NA 
patient_demographic_data.marital_status (patients.marital) -> NA,NA 
patient_demographic_data.passport_number (patients.passport) -> NA,NA 
patient_demographic_data.name_prefix (patients.prefix) -> NA,NA 
patient_demographic_data.primary_race (patients.race) -> person_information.race_source_value(person.race_source_value) -> None.None
patient_demographic_data.primary_race (patients.race) -> person_information.race_concept_id(person.race_concept_id) -> None.None
patient_demographic_data.social_security_number (patients.ssn) -> NA,NA 
patient_demographic_data.address_state (patients.state) -> geographic_location.state_abbreviation(location.state) -> None.None
patient_demographic_data.name_suffix (patients.suffix) -> NA,NA 
patient_demographic_data.zip_code (patients.zip) -> geographic_location.postal_code(location.zip) -> None.None
patient_demographic_data.zip_code (patients.zip) -> geographic_location.location_source_value(location.location_source_value) -> None.None
patient_diagnoses.diagnosis_code (conditions.code) -> clinical_observation.observation_concept_identifier(observation.observation_concept_id) -> None.None
patient_diagnoses.diagnosis_code (conditions.code) -> clinical_observation.observation_source_value(observation.observation_source_value) -> None.None
patient_diagnoses.diagnosis_code (conditions.code) -> drug_use.source_concept_identifier(drug_exposure.drug_source_concept_id) -> None.None
patient_diagnoses.diagnosis_code (conditions.code) -> drug_use.active_ingredient_concept_identifier(drug_exposure.drug_concept_id) -> None.None
patient_diagnoses.diagnosis_code (conditions.code) -> condition_record.condition_source_value(condition_occurrence.condition_source_value) -> None.None
patient_diagnoses.diagnosis_code (conditions.code) -> condition_record.condition_source_concept_identifier(condition_occurrence.condition_source_concept_id) -> None.None
patient_diagnoses.diagnosis_code (conditions.code) -> drug_use.source_code(drug_exposure.drug_source_value) -> None.None
patient_diagnoses.diagnosis_code (conditions.code) -> condition_record.condition_concept_identifier(condition_occurrence.condition_concept_id) -> None.None
patient_diagnoses.diagnosis_code (conditions.code) -> clinical_observation.observation_source_concept_identifier(observation.observation_source_concept_id) -> None.None
patient_diagnoses.diagnosis_description (conditions.description) -> NA,NA 
patient_diagnoses.encounter_id (conditions.encounter) -> drug_use.visit_occurrence_identifier(drug_exposure.visit_occurrence_id) -> medical_visit_record.medical_visit_record_identifier
patient_diagnoses.encounter_id (conditions.encounter) -> clinical_observation.visit_occurrence_identifier(observation.visit_occurrence_id) -> medical_visit_record.medical_visit_record_identifier
patient_diagnoses.encounter_id (conditions.encounter) -> condition_record.visit_detail_identifier(condition_occurrence.visit_detail_id) -> visit_occurrence_detail.visit_detail_identifier
patient_diagnoses.encounter_id (conditions.encounter) -> condition_record.visit_occurrence_identifier(condition_occurrence.visit_occurrence_id) -> medical_visit_record.medical_visit_record_identifier
patient_diagnoses.patient_id (conditions.patient) -> drug_use.person_identifier(drug_exposure.person_id) -> person_information.person_identifier
patient_diagnoses.patient_id (conditions.patient) -> clinical_observation.person_identifier(observation.person_id) -> person_information.person_identifier
patient_diagnoses.patient_id (conditions.patient) -> condition_record.person_identifier(condition_occurrence.person_id) -> person_information.person_identifier
patient_diagnoses.diagnosis_date (conditions.start) -> clinical_observation.observation_date(observation.observation_date) -> None.None
patient_diagnoses.diagnosis_date (conditions.start) -> drug_use.start_datetime(drug_exposure.drug_exposure_start_datetime) -> None.None
patient_diagnoses.diagnosis_date (conditions.start) -> clinical_observation.observation_datetime(observation.observation_datetime) -> None.None
patient_diagnoses.diagnosis_date (conditions.start) -> condition_record.condition_start_date(condition_occurrence.condition_start_date) -> None.None
patient_diagnoses.diagnosis_date (conditions.start) -> condition_record.condition_start_datetime(condition_occurrence.condition_start_datetime) -> None.None
patient_diagnoses.diagnosis_date (conditions.start) -> drug_use.start_date(drug_exposure.drug_exposure_start_date) -> None.None
patient_diagnoses.resolution_date (conditions.stop) -> drug_use.known_end_date(drug_exposure.verbatim_end_date) -> None.None
patient_diagnoses.resolution_date (conditions.stop) -> condition_record.condition_end_datetime(condition_occurrence.condition_end_datetime) -> None.None
patient_diagnoses.resolution_date (conditions.stop) -> condition_record.condition_end_date(condition_occurrence.condition_end_date) -> None.None
patient_diagnoses.resolution_date (conditions.stop) -> drug_use.end_date(drug_exposure.drug_exposure_end_date) -> None.None
