consultation_details.consultation_date -> medical_visit_detail.medical_visit_detail_end_date
consultation_details.consultation_date -> medical_visit_detail.medical_visit_detail_start_date
consultation_details.consultation_identifier -> medical_visit_detail.visit_detail_source_value
consultation_details.consultation_identifier -> medical_visit_detail.medical_visit_detail_identifier
consultation_details.consultation_identifier -> medical_visit_detail.visit_detail_concept_identifier
consultation_details.consultation_identifier -> standardized_vocabularies.concept_identifier
consultation_details.consultation_source_code_identifier -> NA,NA
consultation_details.emis_consultation_source_identifier -> NA,NA
consultation_details.cprd_consultation_source_identifier -> NA,NA
consultation_details.entered_date -> NA,NA
consultation_details.patient_identifier -> NA,NA
consultation_details.practice_identifier -> NA,NA
consultation_details.staff_identifier -> NA,NA
medical_history.consultation_identifier -> NA,NA
medical_history.entered_date -> NA,NA
medical_history.medical_code -> NA,NA
medical_history.numeric_range_high -> NA,NA
medical_history.numeric_range_low -> NA,NA
medical_history.numeric_unit_identifier -> NA,NA
medical_history.event_date -> medical_visit_detail.medical_visit_detail_end_date
medical_history.event_date -> medical_visit_detail.medical_visit_detail_start_date
medical_history.observation_identifier -> medical_visit_detail.medical_visit_detail_identifier
medical_history.observation_type_identifier -> NA,NA
medical_history.parent_observation_identifier -> medical_visit_detail.medical_visit_detail_parent_identifier
medical_history.patient_identifier -> NA,NA
medical_history.practice_identifier -> NA,NA
medical_history.problem_observation_identifier -> NA,NA
medical_history.staff_identifier -> NA,NA
medical_history.measurement_value -> NA,NA
patient_problems.expected_duration -> NA,NA
patient_problems.last_review_date -> NA,NA
patient_problems.last_review_staff_identifier -> NA,NA
patient_problems.observation_identifier -> NA,NA
patient_problems.parent_problem_observation_identifier -> NA,NA
patient_problems.parent_problem_relationship_identifier -> NA,NA
patient_problems.patient_identifier -> NA,NA
patient_problems.practice_identifier -> NA,NA
patient_problems.problem_end_date -> NA,NA
patient_problems.problem_status_identifier -> NA,NA
patient_problems.problem_significance_identifier -> NA,NA
patient_referral.observation_identifier -> NA,NA
patient_referral.patient_identifier -> NA,NA
patient_referral.practice_identifier -> NA,NA
patient_referral.referral_mode_identifier -> NA,NA
patient_referral.referral_service_type_identifier -> NA,NA
patient_referral.referral_source_organization_identifier -> NA,NA
patient_referral.referral_target_organization_identifier -> NA,NA
patient_referral.referral_urgency_identifier -> NA,NA
patient_registration_details.quality_flag -> NA,NA
patient_registration_details.cprd_death_date -> death_event.death_date
patient_registration_details.emis_death_date -> NA,NA
patient_registration_details.gender_code -> person_information.gender_concept_id
patient_registration_details.month_of_birth -> person_information.month_of_birth
patient_registration_details.patient_identifier -> death_event.deceased_person_identifier
patient_registration_details.patient_identifier -> clinical_observation_period.person_identifier
patient_registration_details.patient_identifier -> person_information.person_identifier
patient_registration_details.patient_identifier -> person_information.person_source_value
patient_registration_details.patient_category -> NA,NA
patient_registration_details.practice_identifier -> NA,NA
patient_registration_details.registration_end_date -> clinical_observation_period.end_date
patient_registration_details.registration_start_date -> clinical_observation_period.start_date
patient_registration_details.usual_gp -> person_information.provider_identifier
patient_registration_details.year_of_birth -> person_information.year_of_birth
practice_details.last_collection_date -> clinical_observation_period.end_date
practice_details.practice_identifier -> healthcare_institution.healthcare_institution_identifier
practice_details.practice_identifier -> clinical_observation_period.person_identifier
practice_details.practice_region -> healthcare_institution.geographic_location_identifier
practice_details.practice_region -> geographic_location.geographic_location_identifier
practice_details.practice_region -> geographic_location.location_source_value
practice_details.up_to_standard_date -> NA,NA
practice_staff.job_category_id -> healthcare_provider.standard_specialty_concept_id
practice_staff.practice_identifier -> NA,NA
practice_staff.staff_identifier -> healthcare_provider.provider_source_value
practice_staff.staff_identifier -> healthcare_provider.provider_identifier
prescriptions.dosage_identifier -> NA,NA
prescriptions.drug_record_identifier -> NA,NA
prescriptions.course_duration -> NA,NA
prescriptions.entered_date -> NA,NA
prescriptions.estimated_nhs_cost -> NA,NA
prescriptions.event_date -> NA,NA
prescriptions.issue_identifier -> NA,NA
prescriptions.patient_identifier -> NA,NA
prescriptions.practice_identifier -> NA,NA
prescriptions.problem_observation_identifier -> NA,NA
prescriptions.product_code_identifier -> NA,NA
prescriptions.quantity -> NA,NA
prescriptions.quantity_unit_identifier -> NA,NA
prescriptions.staff_identifier -> NA,NA
