admissions.admission_location -> visit_occurrence.admitted_from_source_value
admissions.admission_location -> visit_detail.admitted_from_source_value
admissions.admission_type -> visit_occurrence.visit_source_value
admissions.admittime -> condition_occurrence.condition_start_datetime
admissions.admittime -> visit_occurrence.visit_start_datetime
admissions.deathtime -> death.death_datetime
admissions.diagnosis -> condition_occurrence.condition_source_value
admissions.discharge_location -> visit_occurrence.discharged_to_source_value
admissions.discharge_location -> visit_detail.discharged_to_source_value
admissions.dischtime -> visit_occurrence.visit_end_datetime
admissions.dischtime -> condition_occurrence.condition_end_datetime
admissions.edouttime -> NA,NA
admissions.edregtime -> condition_occurrence.condition_start_datetime
admissions.edregtime -> visit_occurrence.visit_start_datetime
admissions.ethnicity -> person.ethnicity_concept_id
admissions.ethnicity -> person.race_source_value
admissions.hadm_id -> visit_occurrence.visit_occurrence_id
admissions.hadm_id -> condition_occurrence.visit_occurrence_id
admissions.has_chartevents_data -> NA,NA
admissions.hospital_expire_flag -> NA,NA
admissions.insurance -> NA,NA
admissions.language -> NA,NA
admissions.marital_status -> NA,NA
admissions.religion -> NA,NA
admissions.row_id -> NA,NA
admissions.subject_id -> NA,NA
callout.acknowledge_status -> NA,NA
callout.acknowledgetime -> NA,NA
callout.callout_outcome -> NA,NA
callout.callout_service -> NA,NA
callout.callout_status -> NA,NA
callout.callout_wardid -> NA,NA
callout.createtime -> NA,NA
callout.curr_careunit -> NA,NA
callout.curr_wardid -> visit_detail.admitted_from_source_value
callout.currentreservationtime -> NA,NA
callout.discharge_wardid -> visit_detail.discharged_to_source_value
callout.firstreservationtime -> NA,NA
callout.hadm_id -> NA,NA
callout.outcometime -> visit_detail.visit_detail_start_datetime
callout.request_cdiff -> NA,NA
callout.request_mrsa -> NA,NA
callout.request_resp -> NA,NA
callout.request_tele -> NA,NA
callout.request_vre -> NA,NA
callout.row_id -> NA,NA
callout.subject_id -> NA,NA
callout.submit_careunit -> visit_detail.visit_detail_concept_id
callout.submit_wardid -> visit_detail.care_site_id
callout.updatetime -> NA,NA
caregivers.cgid -> provider.provider_id
caregivers.description -> provider.provider_source_value
caregivers.label -> provider.provider_name
caregivers.row_id -> NA,NA
chartevents.cgid -> NA,NA
chartevents.charttime -> measurement.measurement_datetime
chartevents.error -> NA,NA
chartevents.hadm_id -> NA,NA
chartevents.icustay_id -> NA,NA
chartevents.itemid -> NA,NA
chartevents.resultstatus -> NA,NA
chartevents.row_id -> NA,NA
chartevents.stopped -> NA,NA
chartevents.storetime -> NA,NA
chartevents.subject_id -> NA,NA
chartevents.value -> measurement.value_as_concept_id
chartevents.valuenum -> measurement.value_as_number
chartevents.valueuom -> measurement.unit_concept_id
chartevents.warning -> NA,NA
cptevents.chartdate -> procedure_occurrence.procedure_date
cptevents.costcenter -> NA,NA
cptevents.cpt_cd -> procedure_occurrence.procedure_source_value
cptevents.cpt_number -> procedure_occurrence.procedure_concept_id
cptevents.cpt_suffix -> procedure_occurrence.modifier_source_value
cptevents.description -> NA,NA
cptevents.hadm_id -> NA,NA
cptevents.row_id -> NA,NA
cptevents.sectionheader -> NA,NA
cptevents.subject_id -> NA,NA
cptevents.subsectionheader -> NA,NA
cptevents.ticket_id_seq -> procedure_occurrence.quantity
d_cpt.category -> concept.concept_class_id
d_cpt.codesuffix -> NA,NA
d_cpt.maxcodeinsubsection -> NA,NA
d_cpt.mincodeinsubsection -> NA,NA
d_cpt.row_id -> NA,NA
d_cpt.sectionheader -> concept.concept_name
d_cpt.sectionrange -> NA,NA
d_cpt.subsectionheader -> NA,NA
d_cpt.subsectionrange -> NA,NA
d_icd_diagnoses.icd9_code -> concept.concept_code
d_icd_diagnoses.long_title -> concept.concept_name
d_icd_diagnoses.row_id -> NA,NA
d_icd_diagnoses.short_title -> concept.concept_name
d_icd_procedures.icd9_code -> concept.concept_code
d_icd_procedures.long_title -> concept.concept_name
d_icd_procedures.row_id -> NA,NA
d_icd_procedures.short_title -> concept.concept_name
d_items.abbreviation -> NA,NA
d_items.category -> concept.concept_class_id
d_items.conceptid -> NA,NA
d_items.dbsource -> NA,NA
d_items.itemid -> concept.concept_code
d_items.itemid -> concept.concept_id
d_items.label -> concept.concept_name
d_items.linksto -> NA,NA
d_items.param_type -> NA,NA
d_items.row_id -> NA,NA
d_items.unitname -> NA,NA
d_labitems.category -> concept.concept_class_id
d_labitems.fluid -> concept.domain_id
d_labitems.itemid -> concept.concept_id
d_labitems.label -> concept.concept_name
d_labitems.loinc_code -> concept.concept_code
d_labitems.row_id -> NA,NA
datetimeevents.cgid -> NA,NA
datetimeevents.charttime -> observation.observation_datetime
datetimeevents.error -> NA,NA
datetimeevents.hadm_id -> NA,NA
datetimeevents.icustay_id -> NA,NA
datetimeevents.itemid -> observation.observation_source_value
datetimeevents.resultstatus -> NA,NA
datetimeevents.row_id -> NA,NA
datetimeevents.stopped -> NA,NA
datetimeevents.storetime -> NA,NA
datetimeevents.subject_id -> NA,NA
datetimeevents.value -> NA,NA
datetimeevents.valueuom -> observation.unit_source_value
datetimeevents.warning -> NA,NA
diagnoses_icd.hadm_id -> NA,NA
diagnoses_icd.icd9_code -> condition_occurrence.condition_source_value
diagnoses_icd.row_id -> condition_occurrence.condition_occurrence_id
diagnoses_icd.seq_num -> NA,NA
diagnoses_icd.subject_id -> NA,NA
drgcodes.description -> observation.value_as_string
drgcodes.drg_code -> observation.observation_source_value
drgcodes.drg_mortality -> NA,NA
drgcodes.drg_severity -> NA,NA
drgcodes.drg_type -> observation.unit_source_value
drgcodes.hadm_id -> NA,NA
drgcodes.row_id -> NA,NA
drgcodes.subject_id -> NA,NA
icustays.dbsource -> NA,NA
icustays.first_careunit -> visit_detail.admitted_from_source_value
icustays.first_wardid -> NA,NA
icustays.hadm_id -> NA,NA
icustays.icustay_id -> visit_detail.visit_detail_id
icustays.intime -> visit_detail.visit_detail_start_datetime
icustays.last_careunit -> visit_detail.discharged_to_source_value
icustays.last_wardid -> NA,NA
icustays.los -> NA,NA
icustays.outtime -> visit_detail.visit_detail_end_datetime
icustays.row_id -> NA,NA
icustays.subject_id -> NA,NA
inputevents_cv.amount -> drug_exposure.quantity
inputevents_cv.amountuom -> drug_exposure.dose_unit_source_value
inputevents_cv.cgid -> NA,NA
inputevents_cv.charttime -> drug_exposure.drug_exposure_start_date
inputevents_cv.hadm_id -> NA,NA
inputevents_cv.icustay_id -> NA,NA
inputevents_cv.itemid -> drug_exposure.drug_concept_id
inputevents_cv.linkorderid -> NA,NA
inputevents_cv.newbottle -> drug_exposure.refills
inputevents_cv.orderid -> NA,NA
inputevents_cv.originalamount -> NA,NA
inputevents_cv.originalamountuom -> NA,NA
inputevents_cv.originalrate -> NA,NA
inputevents_cv.originalrateuom -> NA,NA
inputevents_cv.originalroute -> NA,NA
inputevents_cv.originalsite -> NA,NA
inputevents_cv.rate -> NA,NA
inputevents_cv.rateuom -> NA,NA
inputevents_cv.row_id -> NA,NA
inputevents_cv.stopped -> drug_exposure.stop_reason
inputevents_cv.storetime -> NA,NA
inputevents_cv.subject_id -> NA,NA
inputevents_mv.amount -> NA,NA
inputevents_mv.amountuom -> NA,NA
inputevents_mv.cancelreason -> NA,NA
inputevents_mv.cgid -> NA,NA
inputevents_mv.comments_canceledby -> NA,NA
inputevents_mv.comments_date -> NA,NA
inputevents_mv.comments_editedby -> NA,NA
inputevents_mv.continueinnextdept -> NA,NA
inputevents_mv.endtime -> NA,NA
inputevents_mv.hadm_id -> NA,NA
inputevents_mv.icustay_id -> NA,NA
inputevents_mv.isopenbag -> NA,NA
inputevents_mv.itemid -> NA,NA
inputevents_mv.linkorderid -> NA,NA
inputevents_mv.ordercategorydescription -> NA,NA
inputevents_mv.ordercategoryname -> NA,NA
inputevents_mv.ordercomponenttypedescription -> NA,NA
inputevents_mv.orderid -> NA,NA
inputevents_mv.originalamount -> NA,NA
inputevents_mv.originalrate -> NA,NA
inputevents_mv.patientweight -> NA,NA
inputevents_mv.rate -> NA,NA
inputevents_mv.rateuom -> NA,NA
inputevents_mv.row_id -> NA,NA
inputevents_mv.secondaryordercategoryname -> NA,NA
inputevents_mv.starttime -> NA,NA
inputevents_mv.statusdescription -> NA,NA
inputevents_mv.storetime -> NA,NA
inputevents_mv.subject_id -> NA,NA
inputevents_mv.totalamount -> NA,NA
inputevents_mv.totalamountuom -> NA,NA
labevents.charttime -> measurement.measurement_datetime
labevents.flag -> NA,NA
labevents.hadm_id -> NA,NA
labevents.itemid -> NA,NA
labevents.row_id -> measurement.measurement_id
labevents.subject_id -> NA,NA
labevents.value -> measurement.value_as_concept_id
labevents.value -> measurement.value_source_value
labevents.valuenum -> measurement.value_as_number
labevents.valueuom -> measurement.unit_concept_id
microbiologyevents.ab_itemid -> NA,NA
microbiologyevents.ab_name -> NA,NA
microbiologyevents.chartdate -> specimen.specimen_date
microbiologyevents.charttime -> specimen.specimen_datetime
microbiologyevents.dilution_comparison -> NA,NA
microbiologyevents.dilution_text -> NA,NA
microbiologyevents.dilution_value -> NA,NA
microbiologyevents.hadm_id -> NA,NA
microbiologyevents.interpretation -> NA,NA
microbiologyevents.isolate_num -> specimen.quantity
microbiologyevents.org_itemid -> specimen.specimen_source_id
microbiologyevents.org_name -> specimen.specimen_source_value
microbiologyevents.row_id -> NA,NA
microbiologyevents.spec_itemid -> specimen.specimen_type_concept_id
microbiologyevents.spec_type_desc -> specimen.specimen_source_value
microbiologyevents.subject_id -> NA,NA
noteevents.category -> note.note_source_value
noteevents.cgid -> NA,NA
noteevents.chartdate -> note.note_date
noteevents.charttime -> note.note_datetime
noteevents.description -> note.note_title
noteevents.hadm_id -> NA,NA
noteevents.iserror -> NA,NA
noteevents.row_id -> NA,NA
noteevents.storetime -> NA,NA
noteevents.subject_id -> NA,NA
noteevents.text -> note.note_text
outputevents.cgid -> NA,NA
outputevents.charttime -> NA,NA
outputevents.hadm_id -> NA,NA
outputevents.icustay_id -> NA,NA
outputevents.iserror -> NA,NA
outputevents.itemid -> NA,NA
outputevents.newbottle -> NA,NA
outputevents.row_id -> NA,NA
outputevents.stopped -> NA,NA
outputevents.storetime -> NA,NA
outputevents.subject_id -> NA,NA
outputevents.value -> NA,NA
outputevents.valueuom -> NA,NA
