beneficiary_summary.beneficiary_birth_date (beneficiarysummary.bene_birth_dt) -> patient_information.birth_year(person.year_of_birth) -> None.None
beneficiary_summary.beneficiary_birth_date (beneficiarysummary.bene_birth_dt) -> patient_information.birth_day(person.day_of_birth) -> None.None
beneficiary_summary.beneficiary_birth_date (beneficiarysummary.bene_birth_dt) -> patient_information.birth_month(person.month_of_birth) -> None.None
beneficiary_summary.beneficiary_county_code (beneficiarysummary.bene_county_cd) -> geographic_location_information.location_source_identifier(location.location_source_value) -> None.None
beneficiary_summary.beneficiary_county_code (beneficiarysummary.bene_county_cd) -> patient_information.residency_location_identifier(person.location_id) -> geographic_location_information.location_identifier
beneficiary_summary.beneficiary_county_code (beneficiarysummary.bene_county_cd) -> geographic_location_information.county_name(location.county) -> None.None
beneficiary_summary.beneficiary_death_date (beneficiarysummary.bene_death_dt) -> death_event.death_date(death.death_date) -> None.None
beneficiary_summary.beneficiary_esrd_indicator (beneficiarysummary.bene_esrd_ind) -> group_information.group_definition_identifier(cohort.cohort_definition_id) -> None.None
beneficiary_summary.beneficiary_esrd_indicator (beneficiarysummary.bene_esrd_ind) -> group_definition_information.group_definition_name(cohort_definition.cohort_definition_name) -> None.None
beneficiary_summary.part_a_coverage_months (beneficiarysummary.bene_hi_cvrage_tot_mons) -> health_plan_enrollment_period.health_plan_source_text(payer_plan_period.plan_source_value) -> None.None
beneficiary_summary.hmo_coverage_months (beneficiarysummary.bene_hmo_cvrage_tot_mons) -> health_plan_enrollment_period.health_plan_source_text(payer_plan_period.plan_source_value) -> None.None
beneficiary_summary.beneficiary_race_code (beneficiarysummary.bene_race_cd) -> patient_information.ethnicity_source_code(person.ethnicity_source_value) -> None.None
beneficiary_summary.beneficiary_race_code (beneficiarysummary.bene_race_cd) -> patient_information.race_source_code(person.race_source_value) -> None.None
beneficiary_summary.beneficiary_race_code (beneficiarysummary.bene_race_cd) -> patient_information.race_standard_concept_identifier(person.race_concept_id) -> None.None
beneficiary_summary.beneficiary_race_code (beneficiarysummary.bene_race_cd) -> patient_information.ethnicity_standard_concept_identifier(person.ethnicity_concept_id) -> None.None
beneficiary_summary.beneficiary_sex_code (beneficiarysummary.bene_sex_ident_cd) -> patient_information.gender_source_code(person.gender_source_value) -> None.None
beneficiary_summary.beneficiary_sex_code (beneficiarysummary.bene_sex_ident_cd) -> patient_information.gender_standard_concept_identifier(person.gender_concept_id) -> None.None
beneficiary_summary.beneficiary_sex_code (beneficiarysummary.bene_sex_ident_cd) -> patient_information.gender_source_concept_identifier(person.gender_source_concept_id) -> None.None
beneficiary_summary.part_b_coverage_months (beneficiarysummary.bene_smi_cvrage_tot_mons) -> health_plan_enrollment_period.health_plan_source_text(payer_plan_period.plan_source_value) -> None.None
beneficiary_summary.carrier_annual_beneficiary_responsibility_amount (beneficiarysummary.benres_car) -> NA,NA
beneficiary_summary.inpatient_annual_beneficiary_responsibility_amount (beneficiarysummary.benres_ip) -> NA,NA
beneficiary_summary.outpatient_annual_beneficiary_responsibility_amount (beneficiarysummary.benres_op) -> NA,NA
beneficiary_summary.beneficiary_code (beneficiarysummary.desynpuf_id) -> health_plan_enrollment_period.person_identifier(payer_plan_period.person_id) -> patient_information.person_identifier
beneficiary_summary.beneficiary_code (beneficiarysummary.desynpuf_id) -> group_information.subject_identifier(cohort.subject_id) -> None.None
beneficiary_summary.beneficiary_code (beneficiarysummary.desynpuf_id) -> patient_information.person_identifier(person.person_id) -> None.None
beneficiary_summary.beneficiary_code (beneficiarysummary.desynpuf_id) -> patient_information.person_source_key(person.person_source_value) -> None.None
beneficiary_summary.beneficiary_code (beneficiarysummary.desynpuf_id) -> death_event.person_identifier(death.person_id) -> patient_information.person_identifier
beneficiary_summary.carrier_annual_medicare_reimbursement_amount (beneficiarysummary.medreimb_car) -> NA,NA
beneficiary_summary.inpatient_annual_medicare_reimbursement_amount (beneficiarysummary.medreimb_ip) -> NA,NA
